Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Distance
25,4.9,Sandstorms,Jam ,Buffet ,motorcycle ,0,Metropolitian ,15,9.121
32,4.8,Stormy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,30,6.209
27,4.5,Windy,Low ,Meal ,motorcycle ,1,Metropolitian ,12,13.406
37,4.7,Sunny,Medium ,Meal ,motorcycle ,0,Metropolitian ,16,4.664
33,4.9,Sunny,Jam ,Snack ,scooter ,1,Metropolitian ,15,17.138
39,4.7,Cloudy,Low ,Meal ,motorcycle ,0,Urban ,25,1.552
23,4.7,Fog,Medium ,Snack ,scooter ,1,Metropolitian ,19,9.178
27,4.9,Windy,High ,Drinks ,scooter ,0,Metropolitian ,15,1.532
20,4.5,Cloudy,Medium ,Drinks ,motorcycle ,2,Metropolitian ,42,17.077
30,4.2,Stormy,Jam ,Meal ,motorcycle ,1,Metropolitian ,43,7.763
33,4.2,Fog,Jam ,Buffet ,electric_scooter ,1,Metropolitian ,38,7.772
39,4.2,Fog,Medium ,Drinks ,scooter ,1,Metropolitian ,42,13.409
24,5.0,Stormy,Medium ,Meal ,motorcycle ,1,Metropolitian ,18,19.363
21,4.6,Fog,Jam ,Meal ,scooter ,0,Metropolitian ,21,7.565
39,4.2,Fog,Jam ,Buffet ,scooter ,1,Urban ,39,11.905
33,4.9,Fog,Jam ,Meal ,motorcycle ,0,Metropolitian ,31,7.683
37,4.7,Stormy,Low ,Snack ,motorcycle ,1,Urban ,26,13.429
36,4.7,Cloudy,Jam ,Drinks ,motorcycle ,2,Metropolitian ,48,10.868
39,4.6,Cloudy,Low ,Drinks ,motorcycle ,1,Urban ,26,4.658
25,4.5,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,23,4.589
28,4.6,Fog,Jam ,Snack ,scooter ,1,Metropolitian ,31,14.022
35,4.6,Sandstorms,Jam ,Snack ,scooter ,1,Metropolitian ,34,9.193
27,4.6,Stormy,Medium ,Snack ,motorcycle ,0,Urban ,29,7.803
31,4.6,Windy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,30,12.352
37,4.4,Cloudy,Medium ,Snack ,electric_scooter ,2,Metropolitian ,36,13.429
36,4.9,Fog,High ,Meal ,motorcycle ,1,Metropolitian ,31,6.082
21,4.7,Sunny,Low ,Buffet ,motorcycle ,1,Metropolitian ,20,3.074
37,4.6,Sandstorms,Low ,Buffet ,scooter ,0,Metropolitian ,22,3.073
35,4.0,Windy,High ,Snack ,motorcycle ,2,Metropolitian ,34,1.537
36,4.8,Windy,Low ,Drinks ,motorcycle ,1,Urban ,23,19.762
33,4.8,Sunny,Medium ,Snack ,scooter ,0,Metropolitian ,27,19.471
30,4.2,Fog,High ,Snack ,motorcycle ,1,Metropolitian ,32,6.218
27,4.7,Fog,Jam ,Drinks ,motorcycle ,0,Metropolitian ,26,9.056
35,4.2,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,34,10.255
24,4.1,Windy,Jam ,Snack ,motorcycle ,1,Metropolitian ,37,11.72
20,4.8,Fog,Jam ,Snack ,scooter ,1,Metropolitian ,32,10.57
28,4.9,Fog,Medium ,Buffet ,motorcycle ,0,Metropolitian ,17,4.61
21,4.7,Cloudy,Medium ,Snack ,motorcycle ,1,Metropolitian ,16,6.05
27,4.3,Stormy,Jam ,Meal ,motorcycle ,2,Metropolitian ,33,16.721
36,4.6,Cloudy,Medium ,Snack ,motorcycle ,0,Metropolitian ,27,4.61
28,4.5,Windy,Jam ,Meal ,scooter ,1,Urban ,12,7.79
31,4.6,Windy,Jam ,Snack ,motorcycle ,1,Metropolitian ,33,9.178
37,4.7,Sandstorms,Medium ,Snack ,scooter ,1,Urban ,27,19.76
28,4.7,Windy,Medium ,Meal ,scooter ,0,Metropolitian ,20,9.193
32,4.7,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,28,13.788
26,4.8,Sandstorms,Low ,Buffet ,scooter ,1,Urban ,18,1.532
30,4.1,Windy,Low ,Drinks ,motorcycle ,1,Metropolitian ,34,3.041
28,4.9,Sandstorms,Low ,Drinks ,motorcycle ,0,Metropolitian ,14,9.075
38,4.9,Cloudy,Low ,Snack ,motorcycle ,0,Metropolitian ,15,1.558
20,4.7,Windy,Medium ,Drinks ,motorcycle ,0,Metropolitian ,24,10.881
36,4.6,Cloudy,Low ,Drinks ,scooter ,1,Metropolitian ,19,7.79
39,5.0,Sunny,Low ,Drinks ,motorcycle ,1,Metropolitian ,19,3.116
27,5.0,Stormy,Low ,Snack ,motorcycle ,0,Metropolitian ,18,10.588
29,4.7,Cloudy,Medium ,Meal ,motorcycle ,1,Metropolitian ,36,12.42
21,4.7,Windy,Jam ,Snack ,motorcycle ,1,Metropolitian ,35,12.161
29,4.3,Stormy,Low ,Drinks ,motorcycle ,1,Metropolitian ,22,3.105
23,4.7,Fog,Jam ,Snack ,electric_scooter ,1,Metropolitian ,31,11.72
27,4.7,Windy,Low ,Drinks ,scooter ,0,Metropolitian ,16,3.064
36,4.9,Sandstorms,High ,Drinks ,motorcycle ,0,Metropolitian ,33,6.21
22,4.5,Fog,Low ,Buffet ,motorcycle ,1,Metropolitian ,22,17.077
37,4.9,Windy,Low ,Meal ,electric_scooter ,0,Metropolitian ,24,10.724
27,4.6,Stormy,Low ,Snack ,motorcycle ,0,Urban ,12,10.428
36,4.9,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,25,19.88
31,5.0,Cloudy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,16,9.315
34,4.2,Windy,Jam ,Snack ,motorcycle ,0,Metropolitian ,35,13.971
30,4.6,Sunny,Jam ,Snack ,scooter ,1,Metropolitian ,22,7.79
30,4.8,Sunny,Low ,Drinks ,motorcycle ,1,Metropolitian ,19,10.43
27,4.6,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,19,3.064
36,4.6,Stormy,Low ,Buffet ,scooter ,0,Urban ,27,4.494
38,4.5,Cloudy,Medium ,Meal ,scooter ,1,Metropolitian ,18,6.128
29,4.7,Windy,Medium ,Snack ,scooter ,1,Metropolitian ,21,7.66
28,4.9,Sandstorms,Medium ,Buffet ,electric_scooter ,0,Metropolitian ,20,16.723
35,4.6,Cloudy,Jam ,Snack ,motorcycle ,0,Metropolitian ,52,13.788
34,4.8,Windy,Low ,Buffet ,motorcycle ,0,Metropolitian ,16,16.903
39,4.8,Cloudy,Low ,Drinks ,scooter ,0,Metropolitian ,30,10.869
31,3.8,Windy,Jam ,Buffet ,scooter ,1,Urban ,37,16.721
36,4.1,Windy,Jam ,Drinks ,scooter ,0,Metropolitian ,33,4.658
27,4.9,Windy,Low ,Buffet ,motorcycle ,0,Urban ,11,2.996
36,4.7,Windy,Low ,Snack ,motorcycle ,0,Urban ,28,20.853
33,4.7,Sandstorms,Medium ,Buffet ,motorcycle ,1,Metropolitian ,29,8.811
32,4.7,Windy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,23,19.761
38,4.1,Fog,Jam ,Meal ,scooter ,1,Metropolitian ,33,7.44
30,3.7,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,36,10.43
21,4.8,Windy,High ,Drinks ,motorcycle ,1,Metropolitian ,26,5.969
28,4.8,Stormy,Low ,Meal ,motorcycle ,0,Metropolitian ,15,13.789
21,5.0,Windy,Low ,Buffet ,scooter ,1,Metropolitian ,19,7.562
31,4.3,Stormy,Medium ,Meal ,motorcycle ,2,Metropolitian ,39,20.852
35,3.8,Windy,Jam ,Snack ,motorcycle ,0,Metropolitian ,32,13.393
30,4.7,Fog,Low ,Snack ,scooter ,1,Metropolitian ,25,16.6
32,4.2,Sandstorms,Jam ,Buffet ,motorcycle ,0,Metropolitian ,44,17.098
22,4.6,Fog,Low ,Drinks ,motorcycle ,0,Metropolitian ,16,9.088
39,4.6,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,17,17.097
29,5.0,Windy,High ,Drinks ,motorcycle ,1,Metropolitian ,16,6.122
34,4.5,Fog,Low ,Snack ,scooter ,1,Urban ,31,10.867
39,3.6,Fog,Low ,Meal ,scooter ,2,Metropolitian ,38,13.989
30,4.1,Cloudy,Low ,Snack ,scooter ,1,Urban ,34,16.827
26,4.1,Fog,Jam ,Meal ,scooter ,1,Metropolitian ,32,19.671
38,4.9,Stormy,Low ,Drinks ,scooter ,1,Metropolitian ,23,13.631
39,5.0,Sunny,Jam ,Drinks ,scooter ,1,Metropolitian ,21,9.178
39,4.5,Cloudy,High ,Buffet ,scooter ,1,Urban ,28,1.51
27,4.6,Cloudy,Low ,Buffet ,motorcycle ,0,Metropolitian ,22,19.364
34,4.3,Fog,High ,Snack ,scooter ,1,Metropolitian ,35,3.09
28,4.9,Sunny,Medium ,Buffet ,motorcycle ,1,Metropolitian ,20,9.348
29,4.7,Cloudy,High ,Snack ,scooter ,1,Urban ,27,3.116
25,4.6,Stormy,Low ,Snack ,motorcycle ,0,Metropolitian ,23,13.682
39,4.8,Sunny,Medium ,Buffet ,electric_scooter ,0,Metropolitian ,16,4.657
24,4.7,Sunny,Jam ,Meal ,motorcycle ,0,Metropolitian ,18,4.658
39,4.4,Sandstorms,Medium ,Buffet ,motorcycle ,0,Metropolitian ,45,19.916
22,4.7,Cloudy,Jam ,Meal ,scooter ,1,Metropolitian ,31,7.563
33,4.9,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,24,7.772
29,5.0,Fog,Jam ,Buffet ,scooter ,1,Metropolitian ,41,12.117
37,5.0,Stormy,Medium ,Snack ,scooter ,0,Urban ,21,16.853
38,4.5,Cloudy,Low ,Buffet ,motorcycle ,0,Metropolitian ,17,1.553
20,4.7,Sandstorms,Jam ,Snack ,motorcycle ,1,Urban ,26,10.882
25,4.9,Stormy,Jam ,Snack ,motorcycle ,0,Metropolitian ,19,13.407
29,5.0,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,29,12.257
28,4.6,Fog,Low ,Snack ,scooter ,1,Metropolitian ,15,7.602
24,4.6,Sunny,Jam ,Snack ,electric_scooter ,1,Metropolitian ,18,13.391
25,4.0,Fog,Jam ,Meal ,scooter ,1,Metropolitian ,33,9.178
39,4.7,Fog,Low ,Meal ,scooter ,1,Urban ,15,1.52
35,4.2,Stormy,Low ,Meal ,motorcycle ,1,Metropolitian ,32,7.646
20,4.2,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,31,12.239
34,4.8,Sandstorms,Jam ,Snack ,motorcycle ,1,Urban ,29,13.99
38,4.3,Cloudy,Jam ,Snack ,electric_scooter ,0,Metropolitian ,36,16.852
23,4.9,Sunny,Medium ,Meal ,motorcycle ,1,Metropolitian ,17,9.181
23,4.8,Cloudy,High ,Buffet ,scooter ,1,Urban ,28,3.064
25,4.9,Stormy,Jam ,Snack ,motorcycle ,1,Metropolitian ,24,7.762
25,4.2,Sunny,Jam ,Buffet ,motorcycle ,1,Metropolitian ,45,7.562
39,4.6,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,29,2.98
24,4.6,Fog,High ,Snack ,scooter ,1,Metropolitian ,20,3.064
25,5.0,Windy,Jam ,Buffet ,motorcycle ,1,Urban ,13,7.761
24,4.6,Windy,Low ,Snack ,motorcycle ,1,Urban ,15,10.867
27,4.5,Fog,Jam ,Drinks ,motorcycle ,1,Metropolitian ,36,16.903
39,4.6,Cloudy,Jam ,Meal ,scooter ,1,Metropolitian ,43,20.852
34,5.0,Sandstorms,Jam ,Meal ,scooter ,1,Metropolitian ,31,4.561
27,4.7,Stormy,Low ,Buffet ,motorcycle ,1,Metropolitian ,23,10.866
37,5.0,Stormy,High ,Drinks ,motorcycle ,0,Urban ,26,6.147
35,4.7,Stormy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,24,10.587
22,4.6,Sandstorms,Low ,Meal ,scooter ,0,Metropolitian ,11,12.117
24,4.6,Sunny,Low ,Snack ,scooter ,1,Metropolitian ,28,12.074
31,4.7,Sunny,Low ,Buffet ,motorcycle ,0,Metropolitian ,16,3.065
22,4.9,Windy,Jam ,Buffet ,motorcycle ,0,Urban ,27,12.257
23,4.9,Sandstorms,Jam ,Drinks ,motorcycle ,0,Metropolitian ,25,19.762
28,4.5,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,28,16.851
33,3.6,Windy,Jam ,Meal ,scooter ,1,Metropolitian ,39,13.771
23,4.7,Stormy,High ,Meal ,scooter ,1,Metropolitian ,12,3.074
34,4.8,Sandstorms,Low ,Meal ,scooter ,1,Metropolitian ,28,13.612
25,5.0,Fog,High ,Snack ,motorcycle ,1,Metropolitian ,29,1.488
26,4.6,Sandstorms,Medium ,Buffet ,scooter ,1,Metropolitian ,25,4.664
36,4.9,Cloudy,High ,Buffet ,electric_scooter ,1,Metropolitian ,30,3.025
34,4.8,Cloudy,Low ,Buffet ,motorcycle ,1,Metropolitian ,24,3.06
29,4.5,Sandstorms,Jam ,Meal ,scooter ,0,Metropolitian ,24,16.647
36,4.7,Sunny,Jam ,Meal ,motorcycle ,1,Urban ,17,20.206
21,4.7,Cloudy,Low ,Buffet ,motorcycle ,1,Metropolitian ,21,4.469
24,4.8,Stormy,Jam ,Drinks ,scooter ,1,Metropolitian ,15,13.393
23,4.7,Fog,Jam ,Buffet ,scooter ,0,Metropolitian ,21,8.79
34,4.6,Windy,Medium ,Buffet ,motorcycle ,0,Metropolitian ,33,13.406
31,4.7,Stormy,Jam ,Snack ,motorcycle ,2,Metropolitian ,44,16.903
24,4.6,Cloudy,Jam ,Meal ,electric_scooter ,1,Urban ,35,10.725
23,4.4,Cloudy,Medium ,Snack ,scooter ,1,Metropolitian ,37,13.611
29,5.0,Windy,Low ,Buffet ,motorcycle ,1,Urban ,12,20.254
32,4.5,Sunny,Low ,Buffet ,motorcycle ,1,Metropolitian ,26,3.074
26,4.8,Fog,Medium ,Drinks ,motorcycle ,2,Metropolitian ,44,12.418
24,4.6,Sunny,Low ,Snack ,motorcycle ,0,Urban ,13,3.065
26,4.7,Fog,Low ,Drinks ,motorcycle ,1,Metropolitian ,17,3.116
22,4.9,Windy,Low ,Meal ,scooter ,0,Urban ,11,13.788
39,4.5,Stormy,Low ,Buffet ,scooter ,1,Urban ,24,4.682
31,4.6,Sunny,Jam ,Snack ,motorcycle ,1,Metropolitian ,25,20.177
32,4.2,Cloudy,Jam ,Meal ,scooter ,0,Metropolitian ,40,19.877
35,4.8,Stormy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,44,4.674
32,4.9,Sunny,High ,Buffet ,motorcycle ,0,Metropolitian ,22,1.537
31,5.0,Sunny,Jam ,Drinks ,motorcycle ,1,Metropolitian ,21,9.054
20,4.7,Windy,Low ,Buffet ,scooter ,1,Urban ,18,2.979
31,4.2,Cloudy,Jam ,Snack ,scooter ,1,Urban ,37,9.348
21,4.8,Windy,Medium ,Meal ,motorcycle ,0,Metropolitian ,28,9.349
38,4.8,Cloudy,Low ,Drinks ,electric_scooter ,0,Metropolitian ,19,8.938
21,4.5,Sandstorms,Low ,Snack ,scooter ,0,Metropolitian ,11,13.83
24,4.1,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,34,7.448
35,4.3,Windy,Jam ,Drinks ,motorcycle ,2,Metropolitian ,47,19.974
26,4.3,Cloudy,Jam ,Buffet ,motorcycle ,2,Metropolitian ,41,19.891
28,4.6,Sunny,Medium ,Meal ,motorcycle ,1,Metropolitian ,20,6.218
26,5.0,Sunny,Medium ,Drinks ,scooter ,1,Metropolitian ,18,13.974
33,5.0,Fog,Low ,Snack ,motorcycle ,1,Metropolitian ,28,11.923
24,4.8,Fog,Low ,Drinks ,scooter ,0,Metropolitian ,14,8.79
34,5.0,Sunny,Jam ,Meal ,motorcycle ,1,Urban ,25,4.544
21,4.8,Stormy,Low ,Buffet ,motorcycle ,1,Urban ,19,1.544
33,5.0,Windy,Low ,Snack ,motorcycle ,0,Metropolitian ,25,1.537
32,3.7,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,37,16.721
22,2.7,Sunny,Low ,Snack ,motorcycle ,1,Metropolitian ,39,13.215
34,4.8,Cloudy,Jam ,Snack ,motorcycle ,2,Metropolitian ,48,12.074
25,4.3,Cloudy,Medium ,Drinks ,motorcycle ,1,Urban ,34,13.612
31,4.6,Stormy,Jam ,Meal ,scooter ,1,Metropolitian ,28,12.293
38,4.1,Sandstorms,Jam ,Buffet ,motorcycle ,0,Metropolitian ,36,19.84
27,4.9,Fog,High ,Snack ,scooter ,1,Metropolitian ,22,6.146
25,4.6,Sandstorms,Jam ,Snack ,motorcycle ,1,Metropolitian ,33,13.613
32,5.0,Cloudy,Low ,Snack ,scooter ,1,Metropolitian ,15,2.93
36,4.2,Windy,Jam ,Snack ,motorcycle ,1,Metropolitian ,34,4.663
39,4.7,Sandstorms,Medium ,Snack ,scooter ,1,Urban ,27,9.22
35,4.8,Windy,Jam ,Snack ,scooter ,0,Metropolitian ,26,7.601
34,4.3,Stormy,Jam ,Snack ,motorcycle ,1,Metropolitian ,31,9.193
22,4.3,Stormy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,34,11.917
29,4.8,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,45,12.294
37,4.8,Stormy,Medium ,Meal ,scooter ,1,Urban ,30,12.435
29,4.7,Fog,Jam ,Buffet ,motorcycle ,1,Metropolitian ,38,17.079
22,4.8,Cloudy,Jam ,Snack ,scooter ,1,Urban ,24,7.602
33,5.0,Stormy,Medium ,Drinks ,scooter ,0,Metropolitian ,27,6.05
30,4.9,Fog,Medium ,Meal ,scooter ,1,Urban ,18,9.178
26,4.7,Fog,Jam ,Meal ,scooter ,1,Urban ,24,7.683
24,4.2,Windy,Low ,Meal ,motorcycle ,1,Metropolitian ,26,3.116
27,4.9,Sandstorms,Medium ,Buffet ,scooter ,1,Metropolitian ,28,13.989
34,4.8,Sunny,Medium ,Drinks ,motorcycle ,1,Metropolitian ,27,10.642
35,4.1,Sandstorms,Medium ,Meal ,motorcycle ,1,Metropolitian ,32,4.632
31,4.6,Sunny,Jam ,Buffet ,scooter ,1,Metropolitian ,24,4.597
32,4.8,Sunny,Medium ,Meal ,scooter ,1,Metropolitian ,22,7.343
26,4.9,Sandstorms,Low ,Drinks ,scooter ,1,Metropolitian ,11,13.631
21,4.9,Stormy,Low ,Meal ,motorcycle ,1,Metropolitian ,23,13.583
37,4.6,Stormy,Low ,Meal ,scooter ,1,Metropolitian ,24,13.406
24,4.9,Cloudy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,28,4.675
27,4.9,Cloudy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,30,13.973
28,4.6,Windy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,28,19.883
26,4.7,Fog,Jam ,Drinks ,motorcycle ,2,Metropolitian ,38,19.368
38,4.8,Windy,Low ,Meal ,scooter ,0,Metropolitian ,26,12.074
28,4.4,Cloudy,Medium ,Meal ,motorcycle ,0,Metropolitian ,31,20.207
38,4.1,Fog,Medium ,Meal ,scooter ,1,Metropolitian ,41,10.869
32,4.7,Cloudy,Low ,Snack ,motorcycle ,1,Urban ,22,1.532
22,4.8,Windy,Jam ,Snack ,motorcycle ,1,Metropolitian ,29,12.074
30,4.3,Sandstorms,Jam ,Drinks ,motorcycle ,0,Metropolitian ,48,16.723
34,4.8,Windy,Low ,Drinks ,motorcycle ,1,Urban ,20,13.972
29,4.6,Windy,Medium ,Meal ,scooter ,0,Urban ,26,9.327
35,4.9,Windy,Low ,Drinks ,motorcycle ,1,Metropolitian ,26,17.137
35,4.7,Sandstorms,Low ,Snack ,motorcycle ,1,Metropolitian ,20,9.314
20,4.7,Cloudy,High ,Meal ,electric_scooter ,1,Metropolitian ,23,1.553
35,4.1,Cloudy,Jam ,Buffet ,motorcycle ,1,Urban ,31,7.772
33,4.0,Sandstorms,Medium ,Snack ,scooter ,0,Metropolitian ,31,7.684
36,4.5,Stormy,Jam ,Drinks ,electric_scooter ,0,Metropolitian ,29,20.287
29,4.9,Sandstorms,Jam ,Buffet ,motorcycle ,0,Metropolitian ,34,11.905
28,4.4,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,38,17.138
24,4.6,Fog,High ,Snack ,motorcycle ,0,Metropolitian ,23,6.232
38,4.9,Sandstorms,Low ,Buffet ,scooter ,0,Metropolitian ,26,3.065
20,4.2,Sunny,Jam ,Drinks ,motorcycle ,1,Metropolitian ,52,7.648
20,4.7,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,20,10.641
34,4.4,Stormy,Jam ,Buffet ,motorcycle ,2,Metropolitian ,51,13.83
37,4.9,Fog,High ,Snack ,motorcycle ,1,Metropolitian ,26,5.959
39,5.0,Windy,Medium ,Meal ,electric_scooter ,0,Metropolitian ,26,7.772
39,4.4,Windy,Jam ,Snack ,scooter ,2,Metropolitian ,37,16.637
21,4.8,Stormy,Low ,Buffet ,scooter ,0,Urban ,10,3.116
33,4.9,Cloudy,Jam ,Buffet ,scooter ,1,Metropolitian ,36,13.829
25,4.9,Cloudy,Medium ,Snack ,electric_scooter ,1,Metropolitian ,13,7.72
24,4.6,Stormy,Medium ,Drinks ,scooter ,0,Metropolitian ,25,9.327
31,4.9,Stormy,Low ,Meal ,scooter ,0,Urban ,20,3.105
34,4.8,Fog,Low ,Buffet ,motorcycle ,0,Metropolitian ,23,1.532
29,4.5,Sunny,Low ,Snack ,motorcycle ,1,Metropolitian ,30,16.903
26,4.8,Fog,Low ,Drinks ,motorcycle ,1,Metropolitian ,23,2.98
24,4.8,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,44,12.257
29,4.8,Stormy,Jam ,Snack ,motorcycle ,1,Urban ,25,10.758
31,4.6,Fog,Low ,Drinks ,motorcycle ,0,Metropolitian ,28,9.22
26,4.9,Stormy,Medium ,Buffet ,scooter ,1,Metropolitian ,29,13.736
38,4.4,Stormy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,35,16.384
37,4.6,Stormy,High ,Meal ,scooter ,1,Metropolitian ,25,3.105
23,4.5,Fog,High ,Meal ,scooter ,1,Metropolitian ,23,6.037
24,4.1,Stormy,Low ,Buffet ,motorcycle ,0,Metropolitian ,15,3.105
33,4.6,Sunny,Low ,Drinks ,motorcycle ,1,Metropolitian ,24,10.881
32,4.9,Sunny,Low ,Meal ,motorcycle ,0,Metropolitian ,16,1.513
22,4.6,Sunny,High ,Snack ,electric_scooter ,1,Urban ,17,6.081
25,4.5,Stormy,High ,Snack ,motorcycle ,1,Metropolitian ,19,1.532
34,4.7,Fog,Low ,Meal ,motorcycle ,0,Metropolitian ,19,9.22
39,3.6,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,31,19.363
29,4.8,Sunny,Medium ,Drinks ,motorcycle ,1,Metropolitian ,24,4.658
27,4.5,Sandstorms,Low ,Drinks ,electric_scooter ,0,Metropolitian ,17,3.116
27,4.9,Sandstorms,High ,Buffet ,motorcycle ,1,Metropolitian ,27,6.037
36,4.8,Sandstorms,Low ,Meal ,motorcycle ,1,Metropolitian ,26,12.464
22,4.8,Sunny,Low ,Buffet ,motorcycle ,1,Urban ,15,1.552
21,4.7,Sunny,Jam ,Meal ,motorcycle ,0,Metropolitian ,18,13.612
34,4.8,Sandstorms,Low ,Drinks ,scooter ,1,Metropolitian ,26,7.49
20,4.9,Windy,Jam ,Drinks ,scooter ,1,Metropolitian ,20,16.852
32,4.7,Sunny,Low ,Drinks ,motorcycle ,0,Metropolitian ,13,2.985
21,4.7,Cloudy,Low ,Drinks ,scooter ,1,Metropolitian ,26,10.428
36,4.6,Fog,Medium ,Buffet ,motorcycle ,0,Metropolitian ,16,4.544
30,4.5,Windy,Medium ,Drinks ,scooter ,1,Urban ,37,20.207
32,4.6,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,29,11.984
34,4.9,Cloudy,Jam ,Buffet ,motorcycle ,0,Metropolitian ,43,20.853
29,4.9,Fog,Jam ,Snack ,scooter ,0,Metropolitian ,29,4.658
35,4.5,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,28,7.449
23,4.6,Windy,Jam ,Snack ,scooter ,1,Metropolitian ,21,4.674
29,4.8,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,23,13.588
39,4.8,Sunny,Medium ,Buffet ,electric_scooter ,1,Metropolitian ,24,9.121
24,4.9,Cloudy,Low ,Meal ,motorcycle ,0,Urban ,17,3.064
25,4.8,Sandstorms,Low ,Drinks ,scooter ,1,Metropolitian ,14,4.674
23,4.6,Stormy,Jam ,Meal ,scooter ,0,Metropolitian ,29,13.788
26,4.7,Sandstorms,Low ,Meal ,motorcycle ,1,Metropolitian ,18,13.622
39,4.6,Cloudy,Low ,Buffet ,motorcycle ,1,Metropolitian ,18,1.554
38,4.6,Cloudy,High ,Snack ,motorcycle ,1,Metropolitian ,27,1.529
29,2.7,Sunny,Low ,Drinks ,scooter ,2,Metropolitian ,38,11.72
22,4.9,Cloudy,Low ,Meal ,motorcycle ,1,Metropolitian ,20,14.022
21,4.7,Windy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,21,12.256
37,4.8,Sunny,Low ,Meal ,motorcycle ,0,Metropolitian ,22,12.099
26,4.2,Stormy,Low ,Snack ,motorcycle ,1,Metropolitian ,23,3.109
39,4.6,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,42,9.348
37,4.0,Stormy,Low ,Meal ,motorcycle ,0,Metropolitian ,21,8.936
32,4.7,Stormy,High ,Meal ,motorcycle ,2,Metropolitian ,36,5.875
38,4.5,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,38,17.074
35,4.9,Sandstorms,Low ,Meal ,scooter ,1,Urban ,15,13.584
21,4.9,Stormy,High ,Buffet ,scooter ,0,Metropolitian ,28,6.147
31,4.4,Cloudy,Jam ,Snack ,motorcycle ,2,Metropolitian ,38,16.384
33,4.6,Sunny,Medium ,Meal ,scooter ,1,Metropolitian ,19,9.078
35,4.7,Stormy,Low ,Meal ,motorcycle ,0,Metropolitian ,23,13.972
35,4.9,Sandstorms,Jam ,Buffet ,electric_scooter ,0,Metropolitian ,28,10.684
24,5.0,Fog,Jam ,Meal ,motorcycle ,1,Metropolitian ,41,12.421
30,4.8,Stormy,Low ,Buffet ,motorcycle ,1,Metropolitian ,27,16.721
26,4.6,Cloudy,Low ,Drinks ,scooter ,1,Metropolitian ,19,7.448
23,4.7,Cloudy,High ,Drinks ,motorcycle ,1,Metropolitian ,26,6.12
22,4.8,Fog,Medium ,Snack ,motorcycle ,1,Metropolitian ,37,13.429
32,4.7,Cloudy,Jam ,Snack ,motorcycle ,1,Metropolitian ,28,4.658
37,4.5,Sandstorms,Low ,Snack ,motorcycle ,0,Metropolitian ,28,3.105
25,4.5,Stormy,High ,Drinks ,scooter ,0,Urban ,12,6.211
29,4.7,Sandstorms,Low ,Meal ,motorcycle ,0,Metropolitian ,19,13.583
30,4.4,Fog,Jam ,Snack ,electric_scooter ,1,Metropolitian ,46,16.902
37,4.7,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,33,4.469
37,4.2,Fog,Jam ,Drinks ,scooter ,0,Urban ,36,19.761
28,4.7,Fog,Jam ,Snack ,motorcycle ,1,Metropolitian ,30,19.762
20,4.9,Windy,Low ,Buffet ,motorcycle ,1,Urban ,14,7.79
30,4.8,Sandstorms,Low ,Meal ,scooter ,0,Metropolitian ,18,12.42
36,4.8,Sandstorms,Medium ,Buffet ,motorcycle ,1,Metropolitian ,28,13.766
25,5.0,Sunny,Medium ,Drinks ,scooter ,1,Metropolitian ,16,16.114
